RefSeq project ID,Project ID,NCBI Taxon ID,Organism Name,Super Kingdom,Group,Sequence Status,Genome Size,GC Content,Gram Stain,Shape,Arrangment,Endospores,Motility,Salinity,Oxygen Req,Habitat,Temp. range,Optimal temp.,Pathogenic in,Disease,Genbank accessions,Refseq accessions,KEGG ID,Has 1PFK,Has PPi PFK,Has ADP PFK,Has Any 1PFK,Has Rubisco,Has ZWF,Has 6PGL,Has Gluconate Dehydratase,Has EDD,Has Any Gluconate Dehydratase,Has EDA,Has Gluconokinase,Has Phosphoketolase
63629,20087,930171,Arthrobacter phenanthrenivorans Sphe3,Bacteria,Actinobacteria,complete,4.58,65.7,0,Rod,,,,,Aerobic,Terrestrial,Mesophilic,30,No,None,"CP002379,CP002380,CP002381",0,apn,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
58141,12640,290399,Arthrobacter sp. FB24,Bacteria,Actinobacteria,complete,5.076,65.4,0,Rod,,,,,,,Mesophilic,0,No,None,"CP000454,CP000455,CP000456,CP000457",0,art,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
59099,27833,378753,Kocuria rhizophila DC2201,Bacteria,Actinobacteria,complete,2.7,71.2,0,Coccus,"Singles, Tetrads",,No,,Aerobic,Multiple,Mesophilic,0,No,,AP009152,0,krh,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59033,20655,465515,Micrococcus luteus NCTC 2665,Bacteria,Actinobacteria,complete,2.5,73,0,Coccus,Tetrads,No,,,Aerobic,Multiple,Mesophilic,0,,,CP001628,0,mlu,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58899,19227,288705,Renibacterium salmoninarum ATCC 33209,Bacteria,Actinobacteria,complete,3.15525,56.3,0,Coccus,Singles,No,No,,Facultative,Host-associated,Mesophilic,15,Salmonid fish,Bacterial kidney disease (BKD),CP000910,0,rsa,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
49331,48447,762948,Rothia dentocariosa ATCC 17931,Bacteria,Actinobacteria,complete,2.5,,0,Coccus,,,,,Aerobic,Host-associated,Mesophilic,0,,,CP002280,0,rdn,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67501,49657,743718,Isoptericola variabilis 225,Bacteria,Actinobacteria,complete,3.3,,0,Rod or Coccus or V-shaped,,,No,,Facultative,,,0,,,CP002810,0,iva,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
41935,19715,446471,Xylanimonas cellulosilytica DSM 15894,Bacteria,Actinobacteria,complete,3.789,72.5,0,Coccus,,,No,,Aerobic,Specialized,,0,,,"CP001821,CP001822",0,xce,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
40845,19711,446469,Sanguibacter keddieii DSM 10542,Bacteria,Actinobacteria,complete,4.3,71.9,0,Rod,,,No,,Facultative,Host-associated,Mesophilic,0,,,CP001819,0,ske,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
57961,354,218496,Tropheryma whipplei TW08/27,Bacteria,Actinobacteria,complete,0.93,46.3,0,Rod,Singles,No,No,,Aerobic,Host-associated,Mesophilic,37,Human,Whipple's disease,BX072543,0,tws,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57705,95,203267,Tropheryma whipplei str. Twist,Bacteria,Actinobacteria,complete,0.927303,46.3,0,Rod,Singles,No,No,,Aerobic,Host-associated,Mesophilic,37,Human,Whipple's disease,AE014184,0,twh,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42501,37957,644283,Micromonospora aurantiaca ATCC 27029,Bacteria,Actinobacteria,complete,7,72.9,0,Rod,,,No,,Aerobic,Multiple,Mesophilic,0,No,,CP002162,0,mau,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
45895,38291,648999,Micromonospora sp. L5,Bacteria,Actinobacteria,complete,7,72.9,0,Filament,,,,,Aerobic,,Mesophilic,0,,,CP002399,0,mil,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
58659,17109,391037,Salinispora arenicola CNS-205,Bacteria,Actinobacteria,complete,5.8,69.5,0,Branched filament,Filaments,Yes,No,,Aerobic,Aquatic,Mesophilic,0,No,None,CP000850,0,saq,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
58565,16342,369723,Salinispora tropica CNB-440,Bacteria,Actinobacteria,complete,5.2,69.5,0,,"Singles, Clusters, Branched mycelium",Yes,No,Mesophilic,Aerobic,Aquatic,Mesophilic,28,No,None,CP000667,0,stp,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
66297,59863,263358,Verrucosispora maris AB-18-032,Bacteria,Actinobacteria,complete,6.76,,,,,,,,,,,0,,,"CP002638,CP002639",0,vma,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
43465,21089,479435,Kribbella flavida DSM 17836,Bacteria,Actinobacteria,complete,7.6,70.6,0,"Rod, Filament",,Yes,,,Aerobic,Terrestrial,Mesophilic,0,No,,CP001736,0,kfl,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
58149,12738,196162,Nocardioides sp. JS614,Bacteria,Actinobacteria,complete,5.31,71.4,0,Rod,,No,No,Non-halophilic,Aerobic,Terrestrial,Mesophilic,30,No,None,"CP000509,CP000508",0,nca,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
68055,66879,1032480,Microlunatus phosphovorus NM-1,Bacteria,Actinobacteria,complete,5.7,,,,,,,,,,,0,,,AP012204,0,mph,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
58101,12460,267747,Propionibacterium acnes KPA171202,Bacteria,Actinobacteria,complete,2.56026,60,0,Rod,Singles,No,No,Non-halophilic,Anaerobic,Host-associated,Mesophilic,37,Human,Acne,AE017283,0,pac,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
48071,31005,553199,Propionibacterium acnes SK137,Bacteria,Actinobacteria,complete,2.5,60.1,0,Rod,,No,No,,Anaerobic,,Mesophilic,0,,,CP001977,0,pak,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
49535,46291,754252,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,Bacteria,Actinobacteria,complete,2.6,,0,Rod,,,No,,Facultative,Multiple,Mesophilic,0,,,FN806773,0,pfr,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
58951,19705,446462,Actinosynnema mirum DSM 43827,Bacteria,Actinobacteria,complete,8.24814,73.7,0,,,,,,,Terrestrial,Mesophilic,0,,,CP001630,0,ami,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
50565,46889,749927,Amycolatopsis mediterranei U32,Bacteria,Actinobacteria,complete,10,,0,Filament,,,,,Aerobic,,Mesophilic,0,,,CP002000,0,amd,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
65087,40557,675635,Pseudonocardia dioxanivorans CB1190,Bacteria,Actinobacteria,complete,7.3,,0,,,,,,Aerobic,,Mesophilic,30,,,"CP002593,CP002594,CP002596,CP002597,CP002598",0,pdx,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
59055,20835,471857,Saccharomonospora viridis DSM 43017,Bacteria,Actinobacteria,complete,4.3,67.3,,Spore-shaped,,Yes,,,,Multiple,Thermophilic,37,Human,"Farmer's lung, hypersensitivity pneumonitis",CP001683,0,svi,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
62947,18489,405948,Saccharopolyspora erythraea NRRL 2338,Bacteria,Actinobacteria,complete,8.2,71.1,0,Branched filament,Filaments,Yes,No,,Aerobic,Terrestrial,Mesophilic,25-32 (28),No,,AM420293,0,sen,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
48999,20737,469371,Thermobispora bispora DSM 43833,Bacteria,Actinobacteria,complete,4.2,70,0,Filament,,Yes,,,Aerobic,Terrestrial,Thermophilic,0,No,,CP001874,0,tbi,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
57739,189,227882,Streptomyces avermitilis MA-4680,Bacteria,Actinobacteria,complete,9.11989,70.7,0,Branched filament,Filaments,Yes,No,,Aerobic,Multiple,Mesophilic,25-35 (26),No,None,"BA000030,AP005645",0,sma,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
57801,242,100226,Streptomyces coelicolor A3(2),Bacteria,Actinobacteria,complete,9.05485,72,0,Branched filament,Filaments,Yes,No,,Aerobic,Multiple,Mesophilic,25-35,No,None,"AL645882,AL589148,AL645771",0,sco,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
58983,20085,455632,Streptomyces griseus subsp. griseus NBRC 13350,Bacteria,Actinobacteria,complete,8.54593,72.2,0,Branched filament,Filaments,Yes,No,,Aerobic,Multiple,Mesophilic,25-35,No,None,AP009493,0,sgr,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
46531,40749,680198,Streptomyces scabiei 87.22,Bacteria,Actinobacteria,complete,10,,0,Branched filament,Filaments,Yes,No,,Aerobic,Terrestrial,Mesophilic,0,Plant,Scab disease,FN554889,0,scb,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
49483,19709,446468,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,Bacteria,Actinobacteria,complete,6.58,72.7,,,,,,Non-halophilic,,Multiple,,0,,,"CP002040,CP002041",0,nda,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
57703,94,269800,Thermobifida fusca YX,Bacteria,Actinobacteria,complete,3.64225,67.5,0,Rod,Branched hyphae,Yes,No,,Aerobic,Multiple,Thermophilic,50-55,Human,"Mushroom worker's disease, farmer's lung disease",CP000088,0,tfu,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
42521,21083,479432,Streptosporangium roseum DSM 43021,Bacteria,Actinobacteria,complete,10.028,70.9,0,Filament,,Yes,,,Aerobic,Terrestrial,Mesophilic,0,No,,"CP001814,CP001815",0,sro,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
41885,20825,471852,Thermomonospora curvata DSM 43183,Bacteria,Actinobacteria,complete,5.6,71.6,0,Rod,Filaments,Yes,,,Aerobic,Specialized,Thermophilic,45-55,No,,CP001738,0,tcu,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
58559,16321,367928,Bifidobacterium adolescentis ATCC 15703,Bacteria,Actinobacteria,complete,2.1,59.2,0,"Rod, Curved Rod, Forked",Singles,No,No,Non-halophilic,Anaerobic,Host-associated,Mesophilic,37,No,None,AP009256,0,bad,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58911,19423,442563,Bifidobacterium animalis subsp. lactis AD011,Bacteria,Actinobacteria,complete,1.93369,60.5,0,,,No,No,Non-halophilic,Anaerobic,Multiple,Mesophilic,39-40,,,CP001213,0,bla,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59359,32897,580050,Bifidobacterium animalis subsp. lactis Bl-04,Bacteria,Actinobacteria,complete,1.93871,60.5,0,,,No,No,Non-halophilic,Anaerobic,Multiple,Mesophilic,39-40,,,CP001515,0,blc,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59357,32893,555970,Bifidobacterium animalis subsp. lactis DSM 10140,Bacteria,Actinobacteria,complete,1.93848,60.5,0,Rod,,No,No,,Anaerobic,Multiple,Mesophilic,0,No,,CP001606,0,blt,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59883,42863,702459,Bifidobacterium bifidum PRL2010,Bacteria,Actinobacteria,complete,2.2,,0,Rod,,No,No,,Anaerobic,,Mesophilic,0,,,CP001840,0,bbp,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59545,51963,883062,Bifidobacterium bifidum S17,Bacteria,Actinobacteria,complete,2.2,,,,,,,,,,,0,,,CP002220,0,bbi,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43091,17583,401473,Bifidobacterium dentium Bd1,Bacteria,Actinobacteria,complete,2.6,58.5,0,Rod,,,,Non-halophilic,Anaerobic,,Mesophilic,0,Human,Dental caries,CP001750,0,bde,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
58833,18773,205913,Bifidobacterium longum DJO10A,Bacteria,Actinobacteria,complete,2.38949,60.2,0,Rod,"Singles, Pairs, Chains",No,No,Non-halophilic,Anaerobic,Host-associated,Mesophilic,37-41,No,None,"CP000605,AF538868,AF538869",0,blj,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
57939,328,206672,Bifidobacterium longum NCC2705,Bacteria,Actinobacteria,complete,2.26024,60.1,0,Rod,"Singles, Pairs, Chains",No,No,Non-halophilic,Anaerobic,Host-associated,Mesophilic,37-41,No,None,"AE014295,AF540971",0,blo,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
62693,32051,565040,Bifidobacterium longum subsp. infantis 157F,Bacteria,Actinobacteria,complete,2.41,,0,Rod,,No,No,,Anaerobic,Host-associated,Mesophilic,0,,,"AP010890,AP010891,AP010892",0,blf,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,32049,391904,Bifidobacterium longum subsp. infantis ATCC 15697,Bacteria,Actinobacteria,complete,2.8,,0,Rod,,No,No,,Anaerobic,Host-associated,Mesophilic,0,,,AP010889,0,bln,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60163,53143,890402,Bifidobacterium longum subsp. longum BBMN68,Bacteria,Actinobacteria,complete,2.3,,,,,,,,,,,0,,,CP002286,0,blb,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
62695,32047,565042,Bifidobacterium longum subsp. longum JCM 1217,Bacteria,Actinobacteria,complete,2.4,,0,,,,,,Anaerobic,,Mesophilic,0,,,AP010888,0,blm,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
49131,47579,759350,Bifidobacterium longum subsp. longum JDM301,Bacteria,Actinobacteria,complete,2.5,,0,Rod,"Singles, Pairs, Chains",No,No,,Aerobic,Host-associated,Mesophilic,37-41,No,,CP002010,0,bll,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
43211,31001,553190,Gardnerella vaginalis 409-05,Bacteria,Actinobacteria,complete,1.6,42,,,,,,,Anaerobic,,,0,Human,,CP001849,0,gva,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55487,31473,525284,Gardnerella vaginalis ATCC 14019,Bacteria,Actinobacteria,complete,1.7,41.5,0,Rod,,,,,Anaerobic,Host-associated,Mesophilic,0,Human,Bacterial vaginosis,CP002104,0,gvg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
59195,29401,521095,Atopobium parvulum DSM 20469,Bacteria,Actinobacteria,complete,1.54381,45.7,0,Coccus,,No,,,Anaerobic,Host-associated,Mesophilic,0,,,CP001721,0,apv,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
65787,42699,700015,Coriobacterium glomerans PW2,Bacteria,Actinobacteria,complete,2.1,60,0,Rod,Chains,No,No,,Anaerobic,Host-associated,Mesophilic,0,No,,CP002628,0,cgo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
59041,20739,469378,Cryptobacterium curtum DSM 15641,Bacteria,Actinobacteria,complete,1.6,50.9,0,Rod,"Singles, Clusters",No,No,,Anaerobic,,,0,Human,Caries and periodontal disease,CP001682,0,ccu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59079,21093,479437,Eggerthella lenta DSM 2243,Bacteria,Actinobacteria,complete,3.63226,64.2,0,Rod,"Singles, Pairs, Chains",No,No,,Anaerobic,Host-associated,Mesophilic,0,Human,rare bacteremia,CP001726,0,ele,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68707,67615,502558,Eggerthella sp. YY7918,Bacteria,Actinobacteria,complete,3.1,,,,,,,,,,,0,,,AP012211,0,eyy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51367,36641,633147,Olsenella uli DSM 7084,Bacteria,Actinobacteria,complete,2.1,,0,Rod,"Singles, Pairs, Chains",No,No,,Anaerobic,,Mesophilic,37,,,CP002106,0,ols,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
59051,20831,471855,Slackia heliotrinireducens DSM 20476,Bacteria,Actinobacteria,complete,3.16504,60.2,0,Rod,,No,No,,Anaerobic,Multiple,Mesophilic,0,No,,CP001684,0,shi,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58057,10670,266117,Rubrobacter xylanophilus DSM 9941,Bacteria,Actinobacteria,complete,3.22575,70.5,0,Rod,"Singles, Pairs",No,No,,Aerobic,Specialized,Thermophilic,60,No,None,CP000386,0,rxy,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
43467,20745,469383,Conexibacter woesei DSM 14684,Bacteria,Actinobacteria,complete,6.4,72.7,0,Rod,"Singles, Pairs",No,Yes,,Aerobic,Terrestrial,Mesophilic,0,No,,CP001854,0,cwo,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
57765,215,224324,Aquifex aeolicus VF5,Bacteria,Aquificae,complete,1.59079,43.3,0,Coccus,,,,,Aerobic,Specialized,Hyperthermophilic,96,No,,"AE000657,AE000667",0,aae,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
45927,34131,608538,Hydrogenobacter thermophilus TK-6,Bacteria,Aquificae,complete,1.7,44,0,Rod,,No,No,,Facultative,,Thermophilic,0,,,AP011112,0,hth,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58857,18891,380749,Hydrogenobaculum sp. Y04AAS1,Bacteria,Aquificae,complete,1.55951,34.8,0,Rod,,No,Yes,,Aerobic,Aquatic,Thermophilic,58,No,,CP001130,0,hya,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46231,37275,638303,Thermocrinis albus DSM 14484,Bacteria,Aquificae,complete,1.5,46.9,,Rod,"Singles, Pairs",No,Yes,,Aerobic,,Thermophilic,0,,,CP001931,0,tal,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
63405,51497,868864,Desulfurobacterium thermolithotrophum DSM 11699,Bacteria,Aquificae,complete,1.5,,0,Rod,"Singles, Pairs",No,Yes,,Anaerobic,Aquatic,Thermophilic,70,,,CP002543,0,dte,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62095,49403,648996,Thermovibrio ammonificans HB-1,Bacteria,Aquificae,complete,1.78,,0,Rod,,,Yes,,Anaerobic,,Thermophilic,75,,,"CP002444,CP002445",0,tam,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58119,12526,123214,Persephonella marina EX-H1,Bacteria,Aquificae,complete,1.98428,37.1,0,Rod,,No,Yes,,Microaerophilic,Aquatic,Thermophilic,73,No,None,"CP001230,CP001231",0,pmx,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58121,12529,204536,Sulfurihydrogenibium azorense Az-Fu1,Bacteria,Aquificae,complete,1.64088,32.8,0,Rod,"Singles, Pairs, Filaments",No,Yes,Non-halophilic,Microaerophilic,Aquatic,Thermophilic,68,No,None,CP001229,0,saf,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58855,18889,436114,Sulfurihydrogenibium sp. YO3AOP1,Bacteria,Aquificae,complete,1.83844,32,0,Rod,,,Yes,,Facultative,Specialized,Thermophilic,0,No,,CP001080,0,sul,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57639,46,272559,Bacteroides fragilis NCTC 9343,Bacteria,Bacteroidetes/Chlorobi,complete,5.23656,43.1,0,Rod,Singles,,,,Anaerobic,Host-associated,Mesophilic,37,Human,"Severe infection, diarrhea, and abcesses","CR626927,CR626928",0,bfs,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
58195,13067,295405,Bacteroides fragilis YCH46,Bacteria,Bacteroidetes/Chlorobi,complete,5.31127,43.2,0,Rod,Singles,,,,Anaerobic,,Mesophilic,37,Human,"Severe infection, diarrhea, and abcesses","AP006841,AP006842",0,bfr,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
62135,41913,693979,Bacteroides helcogenes P 36-108,Bacteria,Bacteroidetes/Chlorobi,complete,4,44.7,0,Rod,,No,No,,Anaerobic,,Mesophilic,0,,,CP002352,0,bhl,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
63269,40055,667015,Bacteroides salanitronis DSM 18170,Bacteria,Bacteroidetes/Chlorobi,complete,4.27,,0,Rod,"Singles, Pairs",No,No,,Anaerobic,,Mesophilic,37,,,"CP002530,CP002531,CP002532,CP002533",0,bsa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
62913,399,226186,Bacteroides thetaiotaomicron VPI-5482,Bacteria,Bacteroidetes/Chlorobi,complete,6.29336,42.9,0,Rod,Singles,,,,Anaerobic,Host-associated,Mesophilic,0,Mammal,Opportunistic peritoneal diseases,"AE015928,AY171301",0,bth,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
58253,13378,435590,Bacteroides vulgatus ATCC 8482,Bacteria,Bacteroidetes/Chlorobi,complete,5.16319,42.2,0,Rod,Singles,,,,Anaerobic,Host-associated,Mesophilic,0,Mammal,Opportunistic peritoneal diseases,CP000139,0,bvu,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
59163,29025,511995,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,Bacteria,Bacteroidetes/Chlorobi,complete,1.2111,32.9,,,,,,,,Specialized,Mesophilic,0,No,,"AP010656,AP010659,AP010660,AP010657,AP010658",0,aps,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
63397,43469,709991,Odoribacter splanchnicus DSM 20712,Bacteria,Bacteroidetes/Chlorobi,complete,4.4,,0,Fusiform,,No,No,,Anaerobic,,,0,,,CP002544,0,osp,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60725,42009,694427,Paludibacter propionicigenes WB4,Bacteria,Bacteroidetes/Chlorobi,complete,3.7,39.3,0,Rod,,No,No,,Anaerobic,Terrestrial,Mesophilic,30,,,CP002345,0,ppn,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
58301,13485,435591,Parabacteroides distasonis ATCC 8503,Bacteria,Bacteroidetes/Chlorobi,complete,4.8,45.1,0,Rod,,No,No,,Anaerobic,Host-associated,Mesophilic,0,Mammal,Opportunistic peritoneal diseases,CP000140,0,pdi,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
