"16S rRNA Count","Arrangment","Biotic Relationships","Body Site","Body Subsite","Cell Arrangement","Cell Shape","Class","Disease","Diseases","Domain","Ecosystem","Ecosystem Category","Ecosystem Subtype","Ecosystem Type","Endospores","Energy Category","Energy Source","Family","GC Content","Genbank accessions","GenBank Project ID","Gene Count","Genome Name","Genome Size","Genus","GOLD ID","Gram Stain","Group","Habitat","Has 1PFK","Has 6PGL","Has ADP PFK","Has Any 1PFK","Has Any Gluconate Dehydratase","Has EDA","Has EDD","Has Gluconate Dehydratase","Has Gluconokinase","Has Phosphoketolase","Has PPi PFK","Has Rubisco","Has ZWF","IMG Pathwawy Count","IMG Pathway %","IMG Submission ID","Isolation","KEGG %","KEGG Count","KEGG ID","Metabolism","MetaCyc %","MetaCyc Count","Motility","NCBI Taxon ID","Optimal temp.","Order","Organism Name","Oxygen Req NCBI","Oxygen Requirement IMG","Paralogs %","Paralogs Count","Pathogenic in","Phenotype","Phylum","Project ID","Proposal Name","Refseq accessions","RefSeq project ID","RefSeq Project ID","Salinity","Sequence Status","Sequencing Center","Shape","Species","Specific Ecosystem","Sporulation","Status","Strain","Super Kingdom","Taxon Object ID","Taxonomy ID","Temp. range","Temperature Range","Has 1PFK or EDD"
2,,"Free living",,,,"Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,"No","Organic","Chemoheterotroph","Hyphomonadaceae",45.2,"CP001678,CP001679",33191,3266,"Hirschia baltica ATCC 49814",3.53962,"Hirschia","Gc01064",,"Alphaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",164,5.02,,"Free living",29.76,972,"hba",,20.18,659,"Yes",582402,0,"Rhodobacterales","Hirschia baltica ATCC 49814","Aerobic","Aerobe",6.83,223,"No",,"Proteobacteria",33191,"CSP_787681, Stalked bacteria",0,59365,59365,,"complete","DOE Joint Genome Institute","Rod","baltica",,"Nonsporulating","Finished","ATCC 49814","Bacteria",644736375,644736375,"Mesophilic","Mesophile","EDD"
3,"Singles","Free living",,,"Singles","Coccus-shaped","Methanococci",,"None","Archaea",,,,,"No","Inorganic","Lithotroph","Methanococcaceae",33,"CP000609,CP000610",17641,1896,"Methanococcus maripaludis C5",1.8083,"Methanococcus","Gc00527",,"Euryarchaeota","Aquatic","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",199,10.5,,"Free living",33.44,634,"mmq","Methanogen, Nitrogen fixation, Hydrogenotrophic",20.31,385,"Yes",402880,0,"Methanococcales","Methanococcus maripaludis C5","Anaerobic","Obligate anaerobe",13.19,250,"No","Non-Pathogen","Euryarchaeota",17641,"zzz",0,58741,58741,,"complete","DOE Joint Genome Institute","Irregular coccus","maripaludis",,"Nonsporulating","Finished","C5","Archaea",640069316,640069316,"Mesophilic","Mesophile","1PFK"
5,"Singles, V-shaped pairs","Free living",,,"Singles","Rod-shaped","Actinobacteria","None","None","Bacteria",,,,,"No","Organic","Chemoorganotroph","Corynebacteriaceae",63,"AP005226,BA000035,AP005225",305,3064,"Corynebacterium efficiens YS-314",3.22009,"Corynebacterium","Gc00140",0,"Actinobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",298,9.73,,"Free living",28.13,862,"cef",,19.32,592,"No",196164,"30-45","Actinomycetales","Corynebacterium efficiens YS-314","Facultative","Facultative",12.08,370,"No",,"Actinobacteria",305,"zzz",0,62905,62905,,"complete","Ajinomoto Co., Inc, NITE","Rod","efficiens",,"Nonsporulating","Finished","YS-314","Bacteria",644736345,644736345,"Mesophilic","Mesophile","1PFK"
10,,"Free living",,,"Singles, Pairs","Rod-shaped","Gammaproteobacteria","None","None","Bacteria",,,,,,"Organic","Heterotroph","Shewanellaceae",46.3,"CP000753,CP000754",17643,4618,"Shewanella baltica OS185",5.31269,"Shewanella","Gc00614",0,"Gammaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE",339,7.34,,"Free living",24.53,1133,"sbm",,16.07,742,"Yes",402882,0,"Alteromonadales","Shewanella baltica OS185","Facultative","Facultative",13.58,627,"No","Non-Pathogen","Proteobacteria",17643,"Shewanella baltica OS185",0,58743,58743,,"complete","DOE Joint Genome Institute","Rod","baltica",,"Nonsporulating","Finished","OS185","Bacteria",640753049,640753049,"Mesophilic","Psychrotolerant","EDD"
4,"Chains","Free living",,,"Chains","Rod-shaped","Alphaproteobacteria",,,"Bacteria",,,,,,"Inorganic","Photosynthetic","Rhodobacteraceae",69.1,"CP001150,CP001151,CP001152,CP001153",31111,4635,"Rhodobacter sphaeroides KD131",4.71279,"Rhodobacter","Gc00889",0,"Alphaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",323,6.97,,"Free living",32.34,1499,"rsk","Hydrogen production",19.44,901,"Yes",557760,"25-35","Rhodobacterales","Rhodobacter sphaeroides KD131","Facultative","Facultative",16.25,753,,,"Proteobacteria",31111,"zzz",0,59277,59277,"Non-halophilic","complete","GenoTech corp.","Rod","sphaeroides",,,"Finished","KD131","Bacteria",643348570,643348570,"Mesophilic","Mesophile","BOTH"
2,,"Free living",,,,"Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"C1","Methylotroph","Xanthobacteraceae",67.3,"CP000781,CP000782",15756,5169,"Xanthobacter autotrophicus Py2",5.62,"Xanthobacter","Gc00632",0,"Alphaproteobacteria","Multiple","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE",376,7.27,,"Free living",29.39,1519,"xau","Nitrogen fixation",17.39,899,"Yes",78245,0,"Rhizobiales","Xanthobacter autotrophicus Py2","Facultative","Facultative",25.19,1302,"No",,"Proteobacteria",15756,"zzz",0,58453,58453,,"complete","DOE Joint Genome Institute","Rod","autotrophicus",,,"Finished","Py2","Bacteria",640753059,640753059,"Mesophilic","Mesophile","EDD"
2,,"Free living",,,,"Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"Organic","Heterotroph","Acetobacteraceae",67.1,"CP000697,CP000690,CP000691,CP000692,CP000693,CP000694,CP000695,CP000696,CP000689",15753,3701,"Acidiphilium cryptum JF-5",3.9723,"Acidiphilium","Gc00559",0,"Alphaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE",323,8.73,,"Free living",33.59,1243,"acr","Iron reducer",21.64,801,,349163,35,"Rhodospirillales","Acidiphilium cryptum JF-5","Aerobic","Aerobe",19.32,715,"No","Acidophile, Non-Pathogen","Proteobacteria",15753,"zzz",0,58447,58447,,"complete","DOE Joint Genome Institute","Rod","cryptum",,,"Finished","JF-5","Bacteria",640427101,640427101,"Mesophilic","Mesophile","BOTH"
7,"Singles, Pairs","Free living",,,"Pairs, Singles","Rod-shaped","Gammaproteobacteria","Salmonellosis and swine paratyphoid","Gastroenteritis, Food poisoning, Salmonellosis, Swine paratyphoid","Bacteria",,,,,,"Organic","Chemoorganotroph","Enterobacteriaceae",52.1,"AY509003,AE017220,AY509004",9618,4996,"Salmonella enterica enterica sv Choleraesuis SC-B67",4.9457,"Salmonella","Gc00261",0,"Gammaproteobacteria","Host-associated","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",501,10.03,,"Free living",29.12,1455,"sec",,18.05,902,"Yes",321314,37,"Enterobacteriales","Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67","Facultative","Facultative",17.53,876,"Human, Animal","Pathogen","Proteobacteria",9618,"zzz",0,58017,58017,,"complete","Chang Gung Univ","Rod","enterica",,"Nonsporulating","Finished","subsp. enterica serovar Choleraesuis str. SC-B67","Bacteria",637000251,637000251,"Mesophilic","Mesophile","BOTH"
10,"Singles, Pairs, Chains","Free living",,,"Chains, Pairs, Singles","Rod-shaped","Gammaproteobacteria","Gastroenteritis, septicemia, and others","Septicemia, Food poisoning, Gastroenteritis","Bacteria",,,,,,"Organic","Heterotroph","Aeromonadaceae",61.5,"CP000462",16697,4321,"Aeromonas hydrophila hydrophila ATCC 7966",4.74445,"Aeromonas","Gc00456",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",378,8.75,,"Free living",32.21,1392,"aha",,19.35,836,"Yes",380703,"22-28","Aeromonadales","Aeromonas hydrophila subsp. hydrophila ATCC 7966","Facultative","Facultative",12.2,527,"Animal","Pathogen","Proteobacteria",16697,"zzz",0,58617,58617,,"complete","Univ of Maryland","Rod","hydrophila",,,"Finished","subsp. hydrophila ATCC 7966","Bacteria",639633004,639633004,"Mesophilic","Mesophile","BOTH"
1,,,,,,,"Thermococci","None",,"Archaea",,,,,,,,"Thermococcaceae",41.7,"CP002372,CP002373",19379,2257,"Thermococcus barophilus MP",2.05,"Thermococcus",,,"Euryarchaeota","Aquatic","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",159,7.04,,,23.84,538,"tba",,14.93,337,,391623,0,"Thermococcales","Thermococcus barophilus MP",,,1.6,36,"No",,"Euryarchaeota",19379,"zzz",0,54733,54733,,"complete","J. Craig Venter Institute, Prokaria","Coccus","barophilus",,,"Finished","MP","Archaea",649633103,649633103,,,"1PFK"
5,,"Free living",,,,"Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"Inorganic","Phototroph","Rhodobacteraceae",60.1,"CP000377,CP000376,CP000375",13040,3964,"Ruegeria sp. TM1040",4.15,"Ruegeria","Gc00386",0,"Alphaproteobacteria","Multiple","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",363,9.16,,"Free living",33.17,1315,"sit","Carbon fixation",21.27,843,"Yes",292414,0,"Rhodobacterales","Ruegeria sp. TM1040",,"Aerobe",12.21,484,"No","Non-Pathogen","Proteobacteria",13040,"zzz",0,58193,58193,,"complete","DOE Joint Genome Institute, Univ of Georgia","Rod","sp.",,,"Finished","TM1040","Bacteria",637000268,637000268,,"Mesophile","EDD"
8,,,,,,,"Bacilli",,,"Bacteria",,,,,"Yes",,,"Bacillaceae",52.4,"CP002442,CP002443",30797,3750,"Geobacillus sp. Y412MC52",3.64,"Geobacillus",,0,"Firmicutes","Specialized","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",188,5.01,,,29.57,1109,"gya",,18.56,696,"Yes",550542,0,"Bacillales","Geobacillus sp. Y412MC52","Facultative",,5.44,204,"No",,"Firmicutes",30797,"zzz",0,55381,55381,,"complete","DOE Joint Genome Institute","Rod","sp.",,,"Finished","Y412MC52","Bacteria",649633048,649633048,"Thermophilic",,"1PFK"
6,,"Free living",,,"Pairs, Singles","Rod-shaped","Alphaproteobacteria","None","None","Bacteria",,,,,,"C1","Methylotroph","Methylobacteriaceae",71,"CP001001,CP001003,CP001002,CP001004,CP001007,CP001008,CP001005,CP001006,CP001009",18817,6510,"Methylobacterium radiotolerans JCM 2831",6.90283,"Methylobacterium","Gc00752",,"Alphaproteobacteria","Host-associated","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE",194,2.98,,"Free living",25.25,1644,"mrd","Nitrogen fixation",14.69,956,,426355,0,"Rhizobiales","Methylobacterium radiotolerans JCM 2831","Aerobic","Aerobe",23.86,1553,"No",,"Proteobacteria",18817,"zzz",0,58845,58845,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","radiotolerans",,"Nonsporulating","Finished","JCM 2831","Bacteria",641522638,641522638,"Mesophilic","Mesophile","EDD"
6,,,,,,,"Gammaproteobacteria",,,"Bacteria",,,,,,,,"Pseudomonadaceae",60.1,"AM181176",31229,6492,"Pseudomonas fluorescens SBW25",7.15254,"Pseudomonas",,0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",383,5.9,,,27.45,1782,"pfs",,16.5,1071,"Yes",216595,"25-30","Pseudomonadales","Pseudomonas fluorescens SBW25","Aerobic",,3.11,202,,,"Proteobacteria",31229,"zzz",0,62971,62971,"Non-halophilic","complete","Sanger Institute, Univ of Birmingham, Univ of Oxford","Rod","fluorescens",,,"Finished","SBW25","Bacteria",649633086,649633086,"Mesophilic",,"BOTH"
9,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Gastroenteritis, wound infections, primary septicemia","Food poisoning, Gastroenteritis, Septicemia","Bacteria",,,,,,"Organic","Heterotroph","Vibrionaceae",46.7,"BA000037,BA000038,AP005352",1430,5202,"Vibrio vulnificus YJ016",5.26009,"Vibrio","Gc00161",0,"Gammaproteobacteria","Aquatic","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",445,8.55,,"Free living",26.57,1382,"vvy",,15.34,798,"Yes",196600,"20-30","Vibrionales","Vibrio vulnificus YJ016","Facultative","Facultative",14.44,751,"Human","Pathogen","Proteobacteria",1430,"zzz",0,58007,58007,,"complete","Yang-Ming Univ, Taiwan","Rod","vulnificus",,"Nonsporulating","Finished","YJ016","Bacteria",637000337,637000337,"Mesophilic","Mesophile","BOTH"
2,,"Free living",,,,"Rod-shaped","Deltaproteobacteria",,"None","Bacteria",,,,,,"Organic","Chemoorganotroph","Haliangiaceae",69.5,"CP001804",28711,6952,"Haliangium ochraceum DSM 14365",9.4,"Haliangium","Gc01135",0,"Deltaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",274,3.94,,"Free living",16.28,1132,"hoh",,11.46,797,"Yes",502025,0,"Myxococcales","Haliangium ochraceum DSM 14365","Aerobic","Obligate aerobe",19.12,1329,"No",,"Proteobacteria",28711,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,41425,41425,"Moderate halophilic","complete","DOE Joint Genome Institute, DSMZ","Rod","ochraceum",,"Sporulating","Finished","DSM 14365","Bacteria",646311933,646311933,"Mesophilic","Mesophile","EDD"
8,,"Free living",,,,"Rod-shaped","Bacilli",,"None","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Bacillaceae",,"CP002050",41701,3595,"Geobacillus sp. C56-T3",3.7,"Geobacillus","Gc01296",,"Firmicutes",,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",155,4.31,,"Free living",30.46,1095,"gct",,18.97,682,"Yes",691437,0,"Bacillales","Geobacillus sp. C56-T3","Facultative","Facultative",15.3,550,,,"Firmicutes",41701,"Novel Microbial Enzymes",0,49467,49467,,"complete","DOE Joint Genome Institute","Rod","sp.",,"Sporulating","Finished","C56-T3","Bacteria",646564535,646564535,"Thermophilic","Mesophile","1PFK"
1,,"Free living",,,"Singles","Coccus-shaped","Thermoprotei","None","None","Archaea",,,,,,"Organic","Heterotroph","Sulfolobaceae",35.1,"CP001399",18987,3068,"Sulfolobus islandicus L.S.2.15",2.73627,"Sulfolobus","Gc00989",,"Crenarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",223,7.27,,"Free living",22.2,681,"sis",,14.67,450,,429572,"75-85","Sulfolobales","Sulfolobus islandicus L.S.2.15","Aerobic","Aerobe",19.04,584,"No","Acidophile","Crenarchaeota",18987,"zzz",0,58871,58871,,"complete","DOE Joint Genome Institute","Coccus","islandicus",,"Nonsporulating","Finished","L.S.2.15","Archaea",643692044,643692044,"Hyperthermophilic","Hyperthermophile","EDD"
4,"Pairs, Chains","Free living","Gastrointestinal tract","Intestinal tract",,,"Bacilli","Bacteremia, endocarditis, urinary tract infection","Bacteremia, Urinary infection, Endocarditis","Bacteria",,,,,,"Organic","Chemoorganotroph","Enterococcaceae",37.4,"AE016830,AE016833,AE016831,AE016832",70,3390,"Enterococcus faecalis V583",3.34194,"Enterococcus","Gc00127",0,"Firmicutes","Multiple","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",265,7.82,,"Free living",26.4,895,"efa",,14.84,503,,226185,37,"Lactobacillales","Enterococcus faecalis V583","Facultative","Facultative",20.03,679,"Human","Pathogen","Firmicutes",70,"zzz",0,57669,57669,,"complete","J. Craig Venter Institute","Coccus","faecalis",,,"Finished","V583","Bacteria",637000101,637000101,"Mesophilic","Mesophile","1PFK"
2,,"Free living",,,,"Rod-shaped","Flavobacteria",,"None","Bacteria",,,,,,"Organic","Chemoheterotroph","Flavobacteriaceae",55.3,"CP001712",13461,3255,"Robiginitalea biformata HTCC2501",3.53038,"Robiginitalea","Gc01113",0,"Bacteroidetes/Chlorobi","Aquatic","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE",96,2.95,,"Free living",24.09,784,"rbi",,17.27,562,,313596,30,"Flavobacteriales","Robiginitalea biformata HTCC2501","Aerobic","Aerobe",7.8,254,"No",,"Bacteroidetes",13461,"zzz",0,58285,58285,"Mesophilic","complete","J. Craig Venter Institute, Oregon State Univ","Rod","biformata",,,"Finished","HTCC2501","Bacteria",646311950,646311950,"Mesophilic","Mesophile","1PFK"
3,,,,,,,"Aquificae",,,"Bacteria",,,,,,,,"Desulfurobacteriaceae",,"CP002444,CP002445",49403,1888,"Thermovibrio ammonificans HB-1",1.78,"Thermovibrio",,0,"Aquificae",,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",106,5.61,,,34.22,646,"tam",,22.09,417,"Yes",648996,75,"Aquificales","Thermovibrio ammonificans HB-1","Anaerobic",,0.11,2,,,"Aquificae",49403,"zzz",0,62095,62095,,"complete","DOE Joint Genome Institute","Rod","ammonificans",,,"Finished","HB-1","Bacteria",649633104,649633104,"Thermophilic",,"1PFK"
8,"Singles, Pairs","Free living",,,"Singles, Pairs","Rod-shaped","Clostridia",,"None","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Clostridiaceae",35.3,"CP000885",16184,3991,"Clostridium phytofermentans ISDg",4.84759,"Clostridium","Gc00682",0,"Firmicutes","Terrestrial","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",264,6.61,,"Free living",26.21,1046,"cpy","Ethanol production, Acetate producer, Cellulose degrader",14.88,594,"Yes",357809,37,"Clostridiales","Clostridium phytofermentans ISDg","Anaerobic","Anaerobe",16.64,664,"No",,"Firmicutes",16184,"Clostridium phytofermentans ISDg ATCC 700394",0,58519,58519,,"complete","DOE Joint Genome Institute","Rod","phytofermentans",,"Sporulating","Finished","ISDg","Bacteria",641228486,641228486,"Mesophilic","Mesophile","1PFK"
2,"Filaments","Free living",,,"Filaments","Rod-shaped","Chloroflexi",,"None","Bacteria",,,,,"No","Inorganic","Photoautotroph, Photosynthetic","Chloroflexaceae",60.4,"CP000686",16190,4693,"Roseiflexus sp. RS-1",5.8,"Roseiflexus","Gc00575",0,"Chloroflexi","Specialized","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",296,6.31,,"Free living",22.86,1073,"rrs",,15.06,707,"Yes",357808,0,"Chloroflexales","Roseiflexus sp. RS-1","Facultative","Facultative",18.41,864,,,"Chloroflexi",16190,"zzz",0,58523,58523,,"complete","DOE Joint Genome Institute","Rod","sp.",,"Nonsporulating","Finished","RS-1","Bacteria",640427139,640427139,"Thermophilic","Thermophile","1PFK"
6,,"Free living",,,"Chains","Rod-shaped","Bacilli",,"None","Bacteria",,,,,"Yes","Organic","Chemoorganotroph","Alicyclobacillaceae",61.9,"CP001727,CP001728,CP001729,CP001730",29405,3235,"Alicyclobacillus acidocaldarius acidocaldarius 104-IA, DSM 446",3.1869,"Alicyclobacillus","Gc01110",0,"Firmicutes","Specialized","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",290,8.96,,"Free living",28.75,930,"aac",,18.24,590,"No",521098,"60-65","Bacillales","Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446","Aerobic","Aerobe",20.28,656,"No","Thermoacidophile","Firmicutes",29405,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,59199,59199,,"complete","DOE Joint Genome Institute, DSMZ","Rod","Alicyclobacillus",,"Sporulating","Finished","104-IA, DSM 446","Bacteria",644736325,644736325,"Thermophilic","Thermophile","1PFK"
6,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","None","None","Bacteria",,,,,,"Organic","Heterotroph","Pseudomonadaceae",61.9,"CP000712",13909,5423,"Pseudomonas putida F1",5.95996,"Pseudomonas","Gc00572",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE",445,8.21,,"Free living",29.1,1578,"ppf","Benzene degradation",18.4,998,"Yes",351746,0,"Pseudomonadales","Pseudomonas putida F1","Aerobic","Aerobe",20.69,1122,"No","Non-Pathogen","Proteobacteria",13909,"zzz",0,58355,58355,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","putida",,"Nonsporulating","Finished","F1","Bacteria",640427132,640427132,"Mesophilic","Mesophile","BOTH"
8,"Singles, Pairs","Free living",,,"Pairs, Singles","Rod-shaped","Gammaproteobacteria","Soft tissue infections","Soft tissue infection","Bacteria",,,,,,"Organic","Heterotroph","Shewanellaceae",44.6,"CP000503",13902,4237,"Shewanella sp. W3-18-1",4.7,"Shewanella","Gc00483",0,"Gammaproteobacteria","Multiple","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",342,8.07,,"Free living",26.62,1128,"shw",,16.83,713,"Yes",351745,0,"Alteromonadales","Shewanella sp. W3-18-1","Facultative","Facultative",11.61,492,"Human","Pathogen","Proteobacteria",13902,"zzz",0,58341,58341,,"complete","DOE Joint Genome Institute","Rod","sp.",,"Nonsporulating","Finished","W3-18-1","Bacteria",639633059,639633059,"Mesophilic","Mesophile","EDD"
3,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Legionnaire's disease","Legionnaire's disease","Bacteria",,,,,,"Organic","Chemoorganotroph","Legionellaceae",,"CP001828",18743,3242,"Legionella pneumophila 2300/99 Alcoy",3.5,"Legionella","Gc01271",0,"Gammaproteobacteria","Host-associated","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",203,6.26,,"Free living",25.72,834,"lpa",,17.27,560,"Yes",423212,0,"Legionellales","Legionella pneumophila 2300/99 Alcoy","Aerobic","Aerobe",11.97,388,"Animal","Pathogen","Proteobacteria",18743,"zzz",0,48801,48801,,"complete","Valencia Univ","Rod","pneumophila",,"Nonsporulating","Finished","2300/99 Alcoy","Bacteria",646564542,646564542,"Mesophilic","Mesophile","EDD"
2,,"Free living",,,,"Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"Inorganic","Phototroph","Rhodobacteraceae",65.5,"CP000830,CP000832,CP000833,CP000834,CP000835,CP000831",17417,4271,"Dinoroseobacter shibae DFL-12, DSM 16493",4.428,"Dinoroseobacter","Gc00659",0,"Alphaproteobacteria",,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",290,6.79,,"Free living",30.91,1320,"dsh",,20.14,860,"Yes",398580,33,"Rhodobacterales","Dinoroseobacter shibae DFL 12","Aerobic","Aerobe",17.98,768,,"Anoxygenic","Proteobacteria",17417,"zzz",0,58707,58707,,"complete","DOE Joint Genome Institute","Rod, Coccus","shibae",,,"Finished","DFL 12","Bacteria",641228491,641228491,"Mesophilic","Mesophile","EDD"
4,,"Free living",,,"Singles","Rod-shaped","Gammaproteobacteria",,"None","Bacteria",,,,,"No","Organic","Heterotroph","Pseudomonadaceae",63.9,"CP000304",16817,4237,"Pseudomonas stutzeri A1501",4.56742,"Pseudomonas","Gc00541",0,"Gammaproteobacteria","Host-associated","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",370,8.73,,"Free living",30.63,1298,"psa","Denitrifying",19.73,836,"Yes",379731,0,"Pseudomonadales","Pseudomonas stutzeri A1501","Aerobic","Aerobe",15.27,647,,"Non-Pathogen","Proteobacteria",16817,"zzz",0,58641,58641,,"complete","Chinese Academy of Agricultural Sciences","Rod","stutzeri",,"Nonsporulating","Finished","A1501","Bacteria",640427133,640427133,"Mesophilic","Mesophile","BOTH"
