,16S rRNA Count,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Class,Diseases,Domain,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Energy Source,Family,GOLD ID,GenBank Project ID,Gene Count,Genome Name,Genome Size,Genus,IMG Pathwawy Count,IMG Pathway %,IMG Submission ID,Isolation,KEGG %,KEGG Count,KEGG Organism ID,MetaCyc %,MetaCyc Count,Metabolism,Motility,NCBI Taxon ID,Name,Order,Oxygen Requirement,Paralogs %,Paralogs Count,Phenotype,Phylum,Proposal Name,RefSeq Project ID,Salinity,Sequencing Center,Species,Specific Ecosystem,Sporulation,Status,Strain,Taxon Object ID,Taxonomy ID,Temperature Range
,2,Free living,,,Clusters,Rod-shaped,Solibacteres,None,bacteria,,,,,"Chemoorganotroph, Oligotroph, Heterotroph",Solibacteraceae,Gc00446,12638,8003,Solibacter usitatus Ellin6076,9965640,Solibacter,408,5.1,,Free living,18.06,1445,sus,12.48,999,,Nonmotile,234267,Candidatus Solibacter usitatus Ellin6076,Solibacterales,Aerobe,25.43,2035,Acidophile,Acidobacteria,zzz,58139,,DOE Joint Genome Institute,usitatus,,Nonsporulating,Finished,Ellin6076,639633060,639633060,Mesophile
,3,Free living,,,,Rod-shaped,Betaproteobacteria,Nosocomial infection,bacteria,,,,,Heterotroph,Burkholderiaceae,Gc01040,18937,5518,Ralstonia pickettii 12D,5685358,Ralstonia,375,6.8,,Free living,27.08,1494,rpf,17.07,942,,Motile,428406,Ralstonia pickettii 12D,Burkholderiales,Aerobe,19.74,1089,Pathogen,Proteobacteria,zzz,58859,,DOE Joint Genome Institute,pickettii,,,Finished,12D,644736400,644736400,Mesophile
,9,Free living,Gastrointestinal tract,,"Pairs, Chains, Singles",Rod-shaped,Clostridia,"Diarrhea, Colitis, Peritonitis",bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc01121,38039,3599,Clostridium difficile R20291,4191339,Clostridium,48,1.33,,Free living,28.12,1012,cdl,15.89,572,,Motile,645463,Clostridium difficile R20291,Clostridiales,Obligate anaerobe,22.9,824,Pathogen,Firmicutes,zzz,40921,,Sanger Institute,difficile,,Sporulating,Finished,R20291,646311915,646311915,Mesophile
,10,Free living,Gastrointestinal tract,,"Chains, Pairs, Singles",Rod-shaped,Clostridia,"Diarrhea, Colitis, Peritonitis",bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc01120,38037,3565,Clostridium difficile CD196,4110554,Clostridium,49,1.37,,Free living,28.42,1013,cdc,16.02,571,,Motile,645462,Clostridium difficile CD196,Clostridiales,Obligate anaerobe,22.47,801,Pathogen,Firmicutes,zzz,41017,,Sanger Institute,difficile,,Sporulating,Finished,CD196,646311914,646311914,Mesophile
,9,Free living,,,"Chains, Singles, Pairs",Rod-shaped,Clostridia,Botulism,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00568,193,3825,Clostridium botulinum type A - Hall,3903260,Clostridium,250,6.54,,Free living,22.9,876,cbo,12.78,489,Type A toxin producer,Motile,413999,Clostridium botulinum A str. ATCC 3502,Clostridiales,Obligate anaerobe,19.84,759,Pathogen,Firmicutes,zzz,61579,,"Institute of Food Research, Sanger Institute, Univ of Reading",botulinum,,Sporulating,Finished,A str. ATCC 3502,640427109,640427109,Mesophile
,1,Free living,,,Singles,Coccus-shaped,Thermoprotei,None,archaea,,,,,Lithotroph,Sulfolobaceae,Gc01006,18807,2869,Sulfolobus islandicus M.16.4,2586647,Sulfolobus,223,7.77,,Free living,23.35,670,sid,15.41,442,,Nonmotile,426118,Sulfolobus islandicus M.16.4,Sulfolobales,Aerobe,15.75,452,Acidophile,Crenarchaeota,zzz,58841,,DOE Joint Genome Institute,islandicus,,Nonsporulating,Finished,M.16.4,643692047,643692047,Thermophile
,1,Free living,,,Singles,Rod-shaped,Actinobacteria,Tuberculosis,bacteria,,,,,Chemoorganotroph,Mycobacteriaceae,Gc00138,89,4014,Mycobacterium bovis AF2122/97,4345492,Mycobacterium,308,7.67,,Free living,27.23,1093,mbo,18.73,752,,Nonmotile,233413,Mycobacterium bovis AF2122/97,Actinomycetales,Aerobe,17.74,712,Pathogen,Actinobacteria,zzz,57695,,"Institut Pasteur, Sanger Institute",bovis,,Nonsporulating,Finished,AF2122/97,637000169,637000169,Mesophile
,6,Free living,,,Singles,Rod-shaped,Sphingobacteria,None,bacteria,,,,,Chemoorganotroph,Chitinophagaceae,Gc01083,27951,7396,"Chitinophaga pinensis UQM 2034, DSM 2588",9127347,Chitinophaga,240,3.24,,Free living,15.64,1157,cpi,10.94,809,"Chitin degradation, Biomass degrader",Motile,485918,Chitinophaga pinensis DSM 2588,Sphingobacteriales,Aerobe,23.01,1702,,Bacteroidetes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),59113,,"DOE Joint Genome Institute, DSMZ",pinensis,,Nonsporulating,Finished,"UQM 2034, DSM 2588",644736340,644736340,Mesophile
,2,Free living,,,,Spiral-shaped,Alphaproteobacteria,None,bacteria,,,,,Heterotroph,Rhodospirillaceae,Gc00330,16217,4627,Magnetospirillum magneticum AMB-1,4967142,Magnetospirillum,322,6.96,,Free living,25.5,1180,mag,15.69,726,,Motile,342108,Magnetospirillum magneticum AMB-1,Rhodospirillales,Aerobe,18.72,866,"Magnetotactic, Synthesizes magnetosomes",Proteobacteria,zzz,58527,,Tokyo Univ of Agriculture and Technology,magneticum,,,Finished,AMB-1,637000155,637000155,Mesophile
,2,,,,,,Actinobacteria,,bacteria,,,,,,Corynebacteriaceae,Gi03107,39683,2312,Corynebacterium resistens DSM 45100,2559783,Corynebacterium,140,6.06,,,28.55,660,crd,18.86,436,,,662755,Corynebacterium resistens DSM 45100,Actinomycetales,,8.69,201,,Actinobacteria,zzz,50555,,"IGS, Bielefeld Univ",resistens,,,Draft,DSM 45100,648276635,648276635,
,6,Free living,Blood,,Singles,Rod-shaped,Gammaproteobacteria,"Pneumonia, Nosocomial infection",bacteria,,,,,"Heterotroph, Chemoheterotroph",Moraxellaceae,Gc00885,21111,3892,Acinetobacter baumannii AB0057,4059242,Acinetobacter,175,4.5,,Free living,27.62,1075,abn,18.88,735,,Nonmotile,480119,Acinetobacter baumannii AB0057,Pseudomonadales,Aerobe,18.27,711,Pathogen,Proteobacteria,zzz,59083,,Case Western Reserve Univ,baumannii,,Nonsporulating,Finished,AB0057,643348502,643348502,Mesophile
,4,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,"Pneumonia, Legionellosis",bacteria,,,,,Chemoorganotroph,Legionellaceae,Gc01213,39579,3536,Legionella longbeachae NSW150,4149158,Legionella,205,5.8,,Free living,23.76,840,llo,16.26,575,,Motile,661367,Legionella longbeachae NSW150,Legionellales,Aerobe,11.54,408,Pathogen,Proteobacteria,zzz,46099,,Institut Pasteur,longbeachae,,Nonsporulating,Finished,NSW150,648028038,648028038,Mesophile
,3,Free living,,,Singles,Coccus-shaped,Actinobacteria,None,bacteria,,,,,Chemoorganotroph,Promicromonosporaceae,Gc01153,19715,3549,Xylanimonas cellulosilytica DSM 15894,3831380,Xylanimonas,237,6.68,,Free living,25.89,919,xce,15.72,558,"Cellulose degrader, Xylan degrader",Nonmotile,446471,Xylanimonas cellulosilytica DSM 15894,Actinomycetales,Aerobe,11.58,411,Lacks Mycolic acids,Actinobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),41935,,"DOE Joint Genome Institute, DSMZ",cellulosilytica,,Nonsporulating,Finished,DSM 15894,646311968,646311968,Mesophile
,2,Free living,,,,Rod-shaped,Flavobacteria,None,bacteria,,,,,Heterotroph,Flavobacteriaceae,Gc01430,13595,3455,Maribacter sp. HTCC2170,3868304,Maribacter,132,3.82,,Free living,21.71,750,fbc,15.69,542,,Motile,313603,Maribacter sp. HTCC2170,Flavobacteriales,Aerobe,9.41,325,,Bacteroidetes,zzz,51877,,"J. Craig Venter Institute, Oregon State Univ",bacterium,,,Finished,HTCC2170,648028027,648028027,Mesophile
,6,Free living,,,"Singles, Pairs, Chains",Coccus-shaped,Gammaproteobacteria,None,bacteria,,,,,Lithotroph,Pseudomonadaceae,Gc01011,16,5133,"Azotobacter vinelandii DJ, ATCC BAA-1303",5365318,Azotobacter,450,8.77,,Free living,28.4,1458,avn,18.82,966,"Stores polyhydroxybutyrate, Nitrogen fixation",Motile,322710,Azotobacter vinelandii DJ,Pseudomonadales,Aerobe,22.56,1158,Carbon sequestration,Proteobacteria,Azotobacter vinelandii,57597,,Univ of Washington,vinelandii,,,Finished,DJ,643692004,643692004,Mesophile
,2,Free living,,,,Spiral-shaped,Gammaproteobacteria,None,bacteria,,,,,"Photosynthetic, Phototroph",Ectothiorhodospiraceae,Gc00492,15767,2470,Halorhodospira halophila SL1,2678452,Halorhodospira,296,11.98,,Free living,36.64,905,hha,23.16,572,,Motile,349124,Halorhodospira halophila SL1,Chromatiales,Anaerobe,8.26,204,Alkalophile,Proteobacteria,zzz,58473,Halophile,DOE Joint Genome Institute,halophila,,,Finished,SL1,639633026,639633026,Mesophile
,1,Free living,,,,Coccus-shaped,Thermococci,None,archaea,,,,,Organotroph,Thermococcaceae,Gc01009,34531,2085,Thermococcus sibiricus MM 739,1845800,Thermococcus,145,6.95,,Free living,26.38,550,tsi,15.73,328,,Motile,604354,Thermococcus sibiricus MM 739,Thermococcales,Anaerobe,12.52,261,,Euryarchaeota,zzz,59399,,Center of Bioengineering,sibiricus,,Nonsporulating,Finished,MM 739,644736412,644736412,Hyperthermophile
,2,,,,,,Cytophagia,,bacteria,,,,,,Flammeovirgaceae,,37901,3857,Marivirga tractuosa DSM 4126,4516490,Marivirga,104,2.7,,,19.94,769,mtt,14.67,566,,,643867,Marivirga tractuosa DSM 4126,Cytophagales,,1.09,42,,Bacteroidetes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),60837,,"DOE Joint Genome Institute, DSMZ",tractuosa,,,Finished,DSM 4126,649633065,649633065,
,3,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Legionnaire's disease,bacteria,,,,,Chemoorganotroph,Legionellaceae,Gc00567,17491,3266,Legionella pneumophila Corby,3576470,Legionella,252,7.72,,Free living,26.18,855,lpc,17.61,575,,Motile,400673,Legionella pneumophila str. Corby,Legionellales,Aerobe,12.68,414,Pathogen,Proteobacteria,zzz,58733,,"IMB, Jena",pneumophila,,Nonsporulating,Finished,str. Corby,640427119,640427119,Mesophile
,3,Free living,,,Singles,Coccus-shaped,Methanomicrobia,None,archaea,,,,,Lithotroph,Methanosarcinaceae,Gc00295,103,3834,"Methanosarcina barkeri Fusaro, DSM 804",4873766,Methanosarcina,260,6.78,,Free living,24.78,950,mba,14.06,539,"Cellulose degrader, Methanogen",Nonmotile,269797,Methanosarcina barkeri str. Fusaro,Methanosarcinales,Anaerobe,30.86,1183,,Euryarchaeota,Methanosarcina barkeri fusaro,57715,,"DOE Joint Genome Institute, Univ of Maryland",barkeri,,Nonsporulating,Finished,str. fusaro,637000162,637000162,Mesophile
,4,Free living,,,,Spiral-shaped,Alphaproteobacteria,None,bacteria,,,,,"Photolithotroph, Photoautotroph",Rhodospirillaceae,Gc00396,58,3933,Rhodospirillum rubrum ATCC 11170,4406557,Rhodospirillum,364,9.26,,Free living,33.21,1306,rru,20.29,798,Nitrogen fixation,Motile,269796,Rhodospirillum rubrum ATCC 11170,Rhodospirillales,Facultative,13.17,518,Non-Pathogen,Proteobacteria,Rhodospirillum rubrum ATCC 11170,57655,,"DOE Joint Genome Institute, Univ of Wisconsin",rubrum,,Nonsporulating,Finished,ATCC 11170,637000241,637000241,Mesophile
,3,Free living,,,Singles,Rod-shaped,Deltaproteobacteria,None,bacteria,,,,,Chemolithotroph,Geobacteraceae,Gc00314,177,3663,Geobacter metallireducens GS-15,4011182,Geobacter,335,9.15,,Free living,29.48,1080,gme,18.81,689,,Motile,269799,Geobacter metallireducens GS-15,Desulfuromonadales,Anaerobe,18.02,660,,Proteobacteria,Geobacter metallireducens GS-15,57731,,"DOE Joint Genome Institute, Univ of Massachusetts Amherst",metallireducens,,Nonsporulating,Finished,GS-15,637000119,637000119,Mesophile
,3,Free living,Airways,,Singles,Rod-shaped,Actinobacteria,,bacteria,,,,,Chemoorganotroph,Corynebacteriaceae,Gc00770,38011,2073,Corynebacterium kroppenstedtii DSM 44385,2446804,Corynebacterium,230,11.1,,Free living,36.37,754,ckp,24.41,506,,Nonmotile,645127,Corynebacterium kroppenstedtii DSM 44385,Actinomycetales,Anaerobe,4.82,100,"Catalase positive, Lacks Mycolic acids",Actinobacteria,zzz,59411,,"IGS, Bielefeld Univ",kroppenstedtii,,Nonsporulating,Finished,DSM 44385,643692019,643692019,Mesophile
,2,Free living,,,Singles,Coccus-shaped,Cyanophyceae,None,bacteria,,,,,"Photoautotroph, Photosynthetic",Synechococcaceae,Gc00343,16251,2900,Synechococcus sp. JA-3-3Ab,2932766,Synechococcus,268,9.24,,Free living,30.24,877,cya,17.69,513,,Motile,321327,Synechococcus sp. JA-3-3Ab,Synechococcales,Facultative,15.9,461,,Cyanobacteria,zzz,58535,,J. Craig Venter Institute,sp.,,,Finished,JA-3-3Ab,637000313,637000313,Thermophile
,9,Free living,,,"Pairs, Singles",Rod-shaped,Clostridia,None,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc01312,13492,4283,"Clostridium ljungdahlii PETC, DSM 13528",4630065,Clostridium,106,2.47,,Free living,23.04,987,clj,13.89,595,"Acetogen, Ethanol production",Motile,748727,Clostridium ljungdahlii DSM 13528,Clostridiales,Anaerobe,26.22,1123,,Firmicutes,zzz,50583,,"Competence Network, Goettingen Genomics Laboratory",ljungdahlii,,Sporulating,Finished,DSM 13528,648028017,648028017,Mesophile
,10,Free living,,,"Singles, Chains, Pairs",Rod-shaped,Clostridia,"Food poisoning, Gas gangrene, Enterocolitis, Enterotoxemia, Dysenteria",bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00405,12521,2748,Clostridium perfringens SM101,2921996,Clostridium,234,8.52,,Free living,26.49,728,cpr,16.27,447,,Motile,289380,Clostridium perfringens SM101,Clostridiales,Anaerobe,15.98,439,Pathogen,Firmicutes,zzz,58117,,J. Craig Venter Institute,perfringens,,Sporulating,Finished,SM101,642555126,642555126,Mesophile
,1,Free living,,,,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,Mixotroph,unclassified,Gc01349,33641,3321,Thiomonas intermedia K12,3462095,Thiomonas,243,7.32,,Free living,30.8,1023,tin,18.64,619,Sulfur oxidizer,Motile,75379,Thiomonas intermedia K12,Burkholderiales,Aerobe,13.97,464,Acidophile,Proteobacteria,"CSP_788277, Halothiobacillus neapolitanus and Thiomonas intermedia",48825,,DOE Joint Genome Institute,intermedia,,Nonsporulating,Finished,K12,646564585,646564585,Mesophile
,4,Free living,Oral,,,Rod-shaped,Flavobacteria,"Periodontal infection, Opportunistic infection",bacteria,,,,,Chemoorganotroph,Flavobacteriaceae,Gc01027,29403,2252,"Capnocytophaga ochracea VPI 2845, DSM 7271",2612925,Capnocytophaga,87,3.86,,Free living,26.07,587,coc,18.43,415,,Motile,521097,Capnocytophaga ochracea DSM 7271,Flavobacteriales,Facultative,9.1,205,Opportunistic Pathogen,Bacteroidetes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),59197,,"DOE Joint Genome Institute, DSMZ",ochracea,,Nonsporulating,Finished,"VPI 2845, DSM 7271",644736338,644736338,Mesophile
,1,Free living,,,Singles,Coccus-shaped,Thermoprotei,None,archaea,,,,,Heterotroph,Sulfolobaceae,Gc00997,19487,3079,Sulfolobus islandicus Y.G.57.14,2702058,Sulfolobus,223,7.24,,Free living,21.83,672,siy,14.49,446,,Nonmotile,439386,Sulfolobus islandicus Y.G.57.14,Sulfolobales,Facultative,20.92,644,Acidophile,Crenarchaeota,zzz,58923,,DOE Joint Genome Institute,islandicus,,Nonsporulating,Finished,Y.G.57.14,643692048,643692048,Hyperthermophile
,2,Free living,,,Singles,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Phototroph,Bradyrhizobiaceae,Gc00165,57,4918,Rhodopseudomonas palustris CGA009,5467640,Rhodopseudomonas,397,8.07,,Free living,32.74,1610,rpa,20.13,990,"Carbon dioxide fixation, Pollutant degrader",Motile,258594,Rhodopseudomonas palustris CGA009,Rhizobiales,Facultative,17.65,868,,Proteobacteria,Rhodopseudomonas palustris CGA009,62901,,"DOE Joint Genome Institute, Institute of Molecular Genetics, Prague",palustris,,,Finished,CGA009,637000239,637000239,Mesophile
,11,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00663,17415,4434,"Shewanella pealeana ANG-SQ1, ATCC 700345",5174581,Shewanella,352,7.94,,Free living,26.39,1170,spl,17.39,771,Sulfur reducer,Motile,398579,Shewanella pealeana ATCC 700345,Alteromonadales,Facultative,14.98,664,,Proteobacteria,zzz,58705,,DOE Joint Genome Institute,pealeana,,Nonsporulating,Finished,ATCC 700345,641228508,641228508,Psychrotolerant
,1,Free living,,,Singles,Spiral-shaped,Spirochaetes,Dysenteria,bacteria,,,,,Chemoorganotroph,Brachyspiraceae,Gc00965,31263,2679,"Brachyspira hyodysenteriae WA1, ATCC 49526",3036634,Brachyspira,145,5.41,,Free living,28.41,761,bhy,16.35,438,,Motile,565034,Brachyspira hyodysenteriae WA1,Spirochaetales,Anaerobe,18.66,500,Pathogen,Spirochaetes,zzz,59291,,Centre for Comparative Genomics,hyodysenteriae,,Nonsporulating,Finished,WA1,643692010,643692010,Mesophile
,6,Free living,,,"Chains, Singles",Rod-shaped,Bacilli,None,bacteria,,,,,Chemoorganotroph,Listeriaceae,Gc00068,86,3196,Listeria innocua Clip11262,3093113,Listeria,323,10.11,,Free living,29.82,953,lin,16.83,538,,Motile,272626,Listeria innocua Clip11262,Bacillales,Facultative,19.71,630,Non-Pathogen,Firmicutes,zzz,61567,,EC Concortium,innocua,,Nonsporulating,Finished,Clip11262,637000152,637000152,Mesophile
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Pseudomonadaceae,Gc00111,267,5481,Pseudomonas putida KT2440,6181863,Pseudomonas,451,8.23,,Free living,28.37,1555,ppu,17.37,952,,Motile,160488,Pseudomonas putida KT2440,Pseudomonadales,Aerobe,20.45,1121,"Saprophyte, Non-Pathogen",Proteobacteria,zzz,57843,,"German Consortium, J. Craig Venter Institute",putida,,Nonsporulating,Finished,KT2440,637000222,637000222,Mesophile
,1,Free living,,,Singles,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,"Phototroph, Methylotroph",Comamonadaceae,Gc00501,10789,4601,Methylibium petroleiphilum PM1,4643639,Methylibium,385,8.37,,Free living,27.71,1275,mpt,17.54,807,"Benzene degradation, MTBE degrader",Motile,420662,Methylibium petroleiphilum PM1,Burkholderiales,Facultative,17.28,795,,Proteobacteria,Methylibium petroleiphilum PM1,58085,,"DOE Joint Genome Institute, Lawrence Livermore National Lab",petroleiphilum,,,Finished,PM1,640069319,640069319,Mesophile
,2,,,,,,Alphaproteobacteria,,bacteria,,,,,,Bradyrhizobiaceae,,38503,5081,Rhodopseudomonas palustris DX-1,5404117,Rhodopseudomonas,354,6.97,,,30.37,1543,rpx,17.83,906,,,652103,Rhodopseudomonas palustris DX-1,Rhizobiales,,3.96,201,,Proteobacteria,zzz,43327,,DOE Joint Genome Institute,palustris,,,Finished,DX-1,649633091,649633091,
,3,Free living,,,Singles,Coccus-shaped,Methanococci,None,archaea,,,,,Lithotroph,Methanococcaceae,Gc00591,18819,1858,Methanococcus maripaludis C7,1772694,Methanococcus,187,10.06,,Free living,34.02,632,mmz,20.13,374,"Hydrogenotrophic, Nitrogen fixation, Methanogen",Motile,426368,Methanococcus maripaludis C7,Methanococcales,Obligate anaerobe,13.94,259,,Euryarchaeota,5 mesophilic methanococci Proposal # 0179-051115,58847,,DOE Joint Genome Institute,maripaludis,,Nonsporulating,Finished,C7,640753035,640753035,Mesophile
,8,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00369,13390,3914,Shewanella denitrificans OS217,4545906,Shewanella,342,8.74,,Free living,26.52,1038,sdn,17.09,669,Denitrifying,Motile,318161,Shewanella denitrificans OS217,Alteromonadales,Facultative,11.19,438,,Proteobacteria,zzz,58263,,"DOE Joint Genome Institute, PNNL",denitrificans,,Nonsporulating,Finished,OS217,637000256,637000256,Mesophile
,1,Free living,,,Singles,Coccus-shaped,Thermoprotei,None,archaea,,,,,Lithotroph,Sulfolobaceae,Gc01195,18803,2996,Sulfolobus islandicus L.D.8.5,2748647,Sulfolobus,29,0.97,,Free living,19.86,595,sii,12.88,386,,Nonmotile,425944,Sulfolobus islandicus L.D.8.5,Sulfolobales,Aerobe,19.86,595,Acidophile,Crenarchaeota,zzz,43679,,DOE Joint Genome Institute,islandicus,,Nonsporulating,Finished,L.D.8.5,646311959,646311959,Hyperthermophile
,3,Free living,,,Singles,Spiral-shaped,Gammaproteobacteria,None,bacteria,,,,,Chemoautotroph,Piscirickettsiaceae,Gc00316,13018,2263,Thiomicrospira crunogena XCL-2,2427734,Thiomicrospira,267,11.8,,Free living,36.15,818,tcx,22.32,505,"Carbon dioxide fixation, Desulfurylates coal, Sulfur oxidizer",Motile,317025,Thiomicrospira crunogena XCL-2,Thiotrichales,Anaerobe,7.03,159,,Proteobacteria,zzz,58183,,"DOE Joint Genome Institute, Univ of South Florida",crunogena,,Nonsporulating,Finished,XCL-2,637000325,637000325,Mesophile
,1,Free living,,,,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,Chemoorganotroph,Burkholderiaceae,Gc00537,16679,2136,Polynucleobacter necessarius asymbioticus QLW-P1DMWA-1,2159490,Polynucleobacter,251,11.75,,Free living,36.99,790,pnu,26.17,559,,Nonmotile,312153,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,Burkholderiales,Aerobe,8.57,183,,Proteobacteria,zzz,58611,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,QLW-P1DMWA-1,640427129,640427129,Mesophile
,9,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00426,13391,4209,Shewanella frigidimarina NCIMB 400,4845257,Shewanella,350,8.32,,Free living,26.61,1120,sfr,18.03,759,Iron reducer,Motile,318167,Shewanella frigidimarina NCIMB 400,Alteromonadales,Facultative,12.66,533,,Proteobacteria,zzz,58265,,DOE Joint Genome Institute,frigidimarina,,Nonsporulating,Finished,NCIMB 400,637000257,637000257,Mesophile
,5,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Chemoorganotroph,Halomonadaceae,Gc00371,12636,3412,"Chromohalobacter salexigens 1H11, DSM 3043",3696649,Chromohalobacter,351,10.29,,Free living,35.26,1203,csa,22.33,762,,Motile,290398,Chromohalobacter salexigens DSM 3043,Oceanospirillales,Aerobe,11.78,402,Non-Pathogen,Proteobacteria,Halomonas elongata Sequencing,62921,Halophile,"DOE Joint Genome Institute, Hiram College, Purdue Univ",salexigens,,Nonsporulating,Finished,DSM 3043,637000075,637000075,Mesophile
,6,Free living,,,,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,"Chemolithoautotroph, Heterotroph",Burkholderiaceae,Gc00292,10646,6631,Cupriavidus necator JMP134,7255290,Cupriavidus,509,7.68,,Free living,31.43,2084,reu,21.22,1407,Degrades pollutants,Motile,264198,Ralstonia eutropha JMP134,Burkholderiales,Aerobe,30.1,1996,,Proteobacteria,Ralstonia eutropha JMP-134,58047,,"DOE Joint Genome Institute, Univ Catolica de Chile",eutropha,,,Finished,JMP134,637000229,637000229,Mesophile
,1,Free living,,,Singles,,Dehalococcoidetes,None,bacteria,,,,,Chemolithotroph,Dehalococcoidaceae,Gc00246,214,1647,Dehalococcoides ethenogenes 195,1469720,Dehalococcoides,164,9.96,,Free living,32.12,529,det,19.98,329,Dechlorinates Tetrachloroethene,Motile,243164,Dehalococcoides ethenogenes 195,Dehalococcoidales,Anaerobe,19.25,317,,Chloroflexi,zzz,57763,,J. Craig Venter Institute,ethenogenes,,Nonsporulating,Finished,195,637000089,637000089,Mesophile
